timestamp,event type,instance_id,machine_id,n_cpu,normalized_mem,normalized_disk_space,cpu_id
0,Create,9118,860,8,0.084818678,0.056808536,16|17|18|19|20|21|22|23
0,Create,9119,1210,4,0.042409339,0.034085122,0|1|2|3
0,Create,9120,966,4,0.042409339,0.034085122,48|49|50|51
0,Create,9121,202,8,0.084818678,0.068170244,44|45|46|47|48|49|50|51
0,Create,9122,1148,4,0.042409339,0.034085122,40|41|42|43
0,Create,9123,1123,4,0.042409339,0.034085122,0|1|2|3
0,Create,9125,934,4,0.042409339,0.034085122,4|5|6|7
0,Create,912,633,8,0.084818678,0.034085122,32|33|34|35|36|37|38|39
0,Create,9126,799,16,0.169637357,0.113617073,24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39
0,Create,9127,642,8,0.084818678,0.056808536,16|17|18|19|20|21|22|23
0,Create,9128,38,4,0.042409339,0.034085122,52|53|54|55
0,Create,9129,673,4,0.042409339,0.034085122,48|49|50|51
0,Create,9130,1013,8,0.084818678,0.056808536,32|33|34|35|36|37|38|39
0,Create,9131,350,16,0.169637357,0.113617073,12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
0,Create,9132,792,4,0.042409339,0.034085122,44|45|46|47
0,Create,9133,1158,8,0.084818678,0.056808536,0|1|2|3|4|5|6|7
0,Create,913,326,4,0.042409339,0.034085122,0|1|2|3
0,Create,9134,14,8,0.169637357,0.056808536,32|33|34|35|36|37|38|39
0,Create,91,346,4,0.042409339,0.034085122,16|17|18|19
0,Create,9135,324,4,0.042409339,0.034085122,0|1|2|3
0,Create,9136,341,4,0.042409339,0.034085122,28|29|30|31
0,Create,9137,1299,8,0.084818678,0.056808536,8|9|10|11|12|13|14|15
0,Create,9139,1215,8,0.084818678,0.056808536,4|5|6|7|8|9|10|11
0,Create,9140,859,16,0.318070044,0.113617073,44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59
0,Create,9141,1179,4,0.042409339,0.034085122,60|61|62|63
0,Create,9142,1222,8,0.084818678,0.056808536,40|41|42|43|44|45|46|47
0,Create,914,233,8,0.084818678,0.068170244,0|1|2|3|4|5|6|7
0,Create,9144,393,4,0.042409339,0.034085122,44|45|46|47
0,Create,9145,741,4,0.042409339,0.034085122,44|45|46|47
0,Create,9146,1126,8,0.169637357,0.056808536,40|41|42|43|44|45|46|47
0,Create,9147,576,4,0.042409339,0.034085122,12|13|14|15
0,Create,9148,656,4,0.042409339,0.034085122,60|61|62|63
0,Create,9149,720,4,0.042409339,0.034085122,44|45|46|47
0,Create,9150,370,4,0.042409339,0.034085122,0|1|2|3
0,Create,915,1038,4,0.042409339,0.034085122,28|29|30|31
0,Create,9151,1132,4,0.042409339,0.034085122,12|13|14|15
0,Create,9152,1187,8,0.084818678,0.056808536,0|1|2|3|4|5|6|7
0,Create,9153,886,8,0.084818678,0.085212805,12|13|14|15|16|17|18|19
